,price,ranks,title,no_of_reviews,ratings,author,cover_type,year,category
900,13.49,9,Whose Boat Is This Boat?: Comments That Don't Help in the Aftermath of a Hurricane,"9,935",4.6,The Staff of The Late Show with Stephen Colbert,Hardcover,2018,Non Fiction
901,14.35,10,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"80,328",4.6,Mark Manson,Hardcover,2018,Non Fiction
902,6.15,11,"A Higher Loyalty: Truth, Lies, and Leadership","8,326",4.7,James Comey,Hardcover,2018,Non Fiction
903,6.98,12,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,"28,721",4.3,Amy Ramos,Paperback,2018,Non Fiction
904,11.63,13,Diary of a Wimpy Kid #13: Meltdown,"20,281",4.8,Jeff Kinney,Hardcover,2018,Fiction
905,7.57,14,The 5 Love Languages: The Secret to Love that Lasts,"69,866",4.8,Gary Chapman,Paperback,2018,Non Fiction
906,4.78,15,First 100 Words: A Padded Board Book,"35,236",4.7,Roger Priddy,Board book,2018,Non Fiction
907,9.17,16,Dog Man: Lord of the Fleas: From the Creator of Captain Underpants (Dog Man #5),"15,744",4.9,Dav Pilkey,Hardcover,2018,Fiction
908,13,17,Educated: A Memoir,"69,406",4.7,Tara Westover,Hardcover,2018,Non Fiction
909,8.45,18,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,"35,414",4.7,Jen Sincero,Paperback,2018,Non Fiction
910,13.79,19,"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain (The Plant Paradox, 1)",Dr. Steven R Gundry  MD,4.4,,Hardcover,2018,Non Fiction
911,6.9,20,Giraffes Can't Dance,"28,447",4.8,Giles Andreae,Board book,2018,Fiction
912,22.95,21,D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,4.9,,Hardcover,2018,Non Fiction
913,20.79,22,Homebody: A Guide to Creating Spaces You Never Want to Leave,"10,966",4.8,Joanna Gaines,Hardcover,2018,Non Fiction
914,4.93,23,The Very Hungry Caterpillar,"54,008",4.9,Eric Carle,Board book,2018,Fiction
915,7.89,24,Crazy Rich Asians (Crazy Rich Asians Trilogy),"11,395",4.4,Kevin Kwan,Paperback,2018,Fiction
916,10.4,25,The Hate U Give,"25,140",4.8,Angie Thomas,Hardcover,2018,Fiction
917,8.97,26,The Instant Pot Electric Pressure Cooker Cookbook: Easy Recipes for Fast & Healthy Meals,"12,578",4.4,Laurel Randolph,Paperback,2018,Non Fiction
918,7.74,27,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,676",4.7,Don Miguel Ruiz,Paperback,2018,Non Fiction
919,8.55,28,The Wonderful Things You Will Be,"25,148",4.9,Emily Winfield Martin,Hardcover,2018,Fiction
920,5.72,29,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,,Board book,2018,Non Fiction
921,4.98,30,The Pout-Pout Fish,"23,576",4.9,Deborah Diesen,Board book,2018,Fiction
922,6.99,31,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,"20,363",4.5,Paper Peony Press,Paperback,2018,Non Fiction
923,24.29,32,"Publication Manual of the American Psychological Association, 6th Edition","12,674",4.5,American Psychological Association,Paperback,2018,Non Fiction
924,5,33,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,,Board book,2018,Fiction
925,8.48,34,"Oh, the Places You'll Go!  ","42,848",4.9,Dr. Seuss,Hardcover,2018,Fiction
926,9.99,35,Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),"15,853",4.9,Dav Pilkey,Hardcover,2018,Fiction
927,5.36,36,Goodnight Moon,"24,815",4.9,Margaret Wise Brown,Board book,2018,Fiction
928,16.65,37,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","20,620",4.8,Samin Nosrat,Hardcover,2018,Non Fiction
929,8.49,38,A Wrinkle in Time (Time Quintet),"12,524",4.6,Madeleine L'Engle,Paperback,2018,Fiction
930,10.5,39,How to Win Friends & Influence People,"79,094",4.7,Dale Carnegie,Paperback,2018,Non Fiction
931,9.99,40,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),"18,456",4.9,Dav Pilkey,Hardcover,2018,Fiction
932,8.7,41,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,"13,295",4.4,Jennifer Smith,Paperback,2018,Non Fiction
933,7.38,42,Milk and Honey,"46,407",4.7,Rupi Kaur,Paperback,2018,Non Fiction
934,12.75,43,Little Fires Everywhere,"56,899",4.5,Celeste Ng,Hardcover,2018,Fiction
935,8.99,44,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),"7,513",4.8,Anthony Bourdain,Paperback,2018,Non Fiction
936,14.75,45,The President Is Missing: A Novel,"23,987",4.4,James Patterson,Hardcover,2018,Fiction
937,5.99,46,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)","66,846",4.8,School Zone,Paperback,2018,Non Fiction
938,20.49,47,"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free (The Plant Paradox, 2)",Dr. Steven R Gundry  MD,4.4,,Hardcover,2018,Non Fiction
939,11,48,Ready Player One: A Novel,"45,965",4.7,Ernest Cline,Paperback,2018,Fiction
940,8.29,49,Fahrenheit 451,"34,955",4.6,Ray Bradbury,Paperback,2018,Fiction
941,12.5,50,Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,"6,919",4.8,Tucker Carlson,Hardcover,2018,Non Fiction
942,13.29,51,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","94,750",4.7,Paulo Coelho,Paperback,2018,Fiction
943,9.67,52,Wonder,"35,698",4.8,R. J. Palacio,Hardcover,2018,Fiction
944,7.19,53,To Kill a Mockingbird,"68,842",4.8,Harper Lee,Paperback,2018,Fiction
945,14.68,54,The Whole30: The 30-Day Guide to Total Health and Food Freedom,Melissa Hartwig Urban,4.6,,Hardcover,2018,Non Fiction
946,11.29,55,Everybody Always: Becoming Love in a World Full of Setbacks and Difficult People,"6,586",4.8,Bob Goff,Paperback,2018,Non Fiction
947,12.63,56,Before We Were Yours: A Novel,"41,193",4.7,Lisa Wingate,Hardcover,2018,Fiction
948,15.4,57,The Reckoning: A Novel,"21,594",4.2,John Grisham,Hardcover,2018,Fiction
949,4.55,58,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,,Board book,2018,Fiction
950,13.46,59,Beneath a Scarlet Sky: A Novel,"66,012",4.7,Mark Sullivan,Paperback,2018,Fiction
951,12.7,60,What to Expect When You're Expecting,"29,389",4.8,Heidi Murkoff,Paperback,2018,Non Fiction
952,16.29,61,Principles: Life and Work,"12,018",4.6,Ray Dalio,Hardcover,2018,Non Fiction
953,9.49,62,Astrophysics for People in a Hurry,"20,795",4.7,Neil deGrasse Tyson,Hardcover,2018,Non Fiction
954,4.99,63,Laugh-Out-Loud Jokes for Kids,"10,751",4.6,Rob Elliott,Paperback,2018,Non Fiction
955,21.99,64,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease","10,982",4.7,Anthony William,Hardcover,2018,Non Fiction
956,,65,The Official SAT Study Guide,"2,345",4.5,The College Board,Paperback,2018,Non Fiction
957,4.99,66,Calm the F*ck Down: An Irreverent Adult Coloring Book,"21,068",4.6,Sasha O'Hara,Paperback,2018,Non Fiction
958,9.48,67,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,,Paperback,2018,Non Fiction
959,14.89,68,The Outsider: A Novel,"25,395",4.6,Stephen King,Hardcover,2018,Fiction
960,12.39,69,Where the Crawdads Sing,"344,811",4.8,Delia Owens,Hardcover,2018,Fiction
961,27.97,70,D&D Dungeon Master’s Guide (Dungeons & Dragons Core Rulebook),Wizards RPG,4.9,,Hardcover,2018,Fiction
962,15.5,71,Sapiens: A Brief History of Humankind,Yuval Harari,4.6,,Paperback,2018,Non Fiction
963,4.98,72,Love You Forever,"53,161",4.9,Robert Munsch,Paperback,2018,Fiction
964,8.95,73,Dragons Love Tacos,"15,753",4.8,Adam Rubin,Hardcover,2018,Fiction
965,14.18,74,The Woman in the Window: A Novel,"38,250",4.4,A. J. Finn,Hardcover,2018,Fiction
966,26.9,75,D&D Monster Manual (Dungeons & Dragons Core Rulebook),Wizards RPG,4.9,,Hardcover,2018,Fiction
967,15.9,76,Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,"9,484",4.6,Suzanne Ryan,Paperback,2018,Non Fiction
968,18.29,77,StrengthsFinder 2.0,Gallup,4.1,,Hardcover,2018,Non Fiction
969,14.49,78,Extreme Ownership: How U.S. Navy SEALs Lead and Win (New Edition),"26,082",4.8,Jocko Willink,Hardcover,2018,Non Fiction
970,14.35,79,The Russia Hoax: The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump,"4,750",4.8,Gregg Jarrett,Hardcover,2018,Non Fiction
971,4.99,80,How to Draw 101 Animals (1),"24,653",4.7,Dan Green,Paperback,2018,Non Fiction
972,9,81,The Sun and Her Flowers,"16,958",4.8,Rupi Kaur,Paperback,2018,Non Fiction
973,8.32,82,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,,Hardcover,2018,Non Fiction
974,8.94,83,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet","15,796",4.4,Jen Fisch,Paperback,2018,Non Fiction
975,7,84,Where Do Diggers Sleep at Night? (Where Do...Series),"13,755",4.8,Brianna Caplan Sayres,Board book,2018,Fiction
976,17.99,85,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"9,187",4.7,Stephen R. Covey,Paperback,2018,Non Fiction
977,15.74,86,"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, and Baking Biscuits","4,743",4.7,Reese Witherspoon,Hardcover,2018,Non Fiction
978,18.5,87,Man's Search for Meaning (OLD EDITION/OUT OF PRINT),"53,306",4.7,Viktor E. Frankl,Paperback,2018,Non Fiction
979,14.4,88,The Great Alone: A Novel,"44,690",4.7,Kristin Hannah,Hardcover,2018,Fiction
980,11.88,89,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,"24,427",4.7,Dave Ramsey,Hardcover,2018,Non Fiction
981,14.42,90,Cravings: Hungry for More: A Cookbook,"6,748",4.8,Chrissy Teigen,Hardcover,2018,unknown
982,14.35,91,The Handmaid's Tale,"60,681",4.4,Margaret Atwood,Paperback,2018,Fiction
983,,92,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,"29,674",4.7,Brené Brown,Paperback,2018,Non Fiction
984,6.79,93,The Great Gatsby: The Only Authorized Edition,"18,656",4.5,F. Scott Fitzgerald,Paperback,2018,Fiction
985,11.4,94,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","55,928",4.8,Bessel van der Kolk M.D.,Paperback,2018,Non Fiction
986,10.99,95,"Gmorning, Gnight!: Little Pep Talks for Me & You","4,789",4.8,Lin-Manuel Miranda,Hardcover,2018,Non Fiction
987,8.99,96,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,"94,095",4.7,Robert T. Kiyosaki,Mass Market Paperback,2018,Non Fiction
988,11.58,97,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,4.7,,Hardcover,2018,Non Fiction
989,38.86,98,Harry Potter Paperback Box Set (Books 1-7),"91,629",4.9,J. K. Rowling,Paperback,2018,Fiction
990,32.99,99,Xanathar's Guide to Everything (Dungeons & Dragons),Dungeons & Dragons,4.9,,Hardcover,2018,Fiction
991,12.39,1,Where the Crawdads Sing,"344,811",4.8,Delia Owens,Hardcover,2019,Fiction
992,16.5,2,Becoming,"123,276",4.8,Michelle Obama,Hardcover,2019,Non Fiction
993,13,3,Educated: A Memoir,"69,406",4.7,Tara Westover,Hardcover,2019,Non Fiction
994,6.43,4,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),"23,639",4.9,Dav Pilkey,Hardcover,2019,Fiction
995,11.51,5,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be","27,338",4.6,Rachel Hollis,Hardcover,2019,Non Fiction
996,7.76,6,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),"27,986",4.9,Dav Pilkey,Hardcover,2019,Fiction
997,8.96,7,Wrecking Ball (Diary of a Wimpy Kid Book 14),"18,630",4.9,Jeff Kinney,Hardcover,2019,Fiction
998,8.55,8,The Wonderful Things You Will Be,"25,148",4.9,Emily Winfield Martin,Hardcover,2019,Fiction
999,5.99,9,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)","66,846",4.8,School Zone,Paperback,2019,Non Fiction
1000,7.57,10,The 5 Love Languages: The Secret to Love that Lasts,"69,866",4.8,Gary Chapman,Paperback,2019,Non Fiction
1001,9.98,11,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals","14,255",4.6,Rachel Hollis,Hardcover,2019,Non Fiction
1002,5.28,12,The Wonky Donkey,"74,725",4.8,Craig Smith,Paperback,2019,Fiction
1003,14.35,13,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"80,328",4.6,Mark Manson,Hardcover,2019,Non Fiction
1004,5.99,14,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),"28,840",4.6,M Prefontaine,Paperback,2019,Non Fiction
1005,16.65,15,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","20,620",4.8,Samin Nosrat,Hardcover,2019,Non Fiction
1006,4.93,16,The Very Hungry Caterpillar,"54,008",4.9,Eric Carle,Board book,2019,Fiction
1007,11.89,17,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)","22,169",4.8,Adir Levy,Hardcover,2019,Fiction
1008,23.55,18,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,"17,297",4.8,Lysa TerKeurst,Hardcover,2019,Non Fiction
1009,6.99,19,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls","32,091",4.8,Hopscotch Girls,Paperback,2019,Non Fiction
1010,7.74,20,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,676",4.7,Don Miguel Ruiz,Paperback,2019,Non Fiction
1011,12.99,21,Unfreedom of the Press,"9,263",4.9,Mark R. Levin,Hardcover,2019,Non Fiction
1012,9.99,22,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),"18,456",4.9,Dav Pilkey,Hardcover,2019,Fiction
1013,6.9,23,Giraffes Can't Dance,"28,447",4.8,Giles Andreae,Board book,2019,Fiction
1014,4.14,24,If Animals Kissed Good Night,"69,538",4.8,Ann Whitford Paul,Board book,2019,Fiction
1015,8.48,25,"Oh, the Places You'll Go!  ","42,848",4.9,Dr. Seuss,Hardcover,2019,Fiction
1016,17.51,26,Howard Stern Comes Again,"7,960",4.5,Howard Stern,Hardcover,2019,Non Fiction
1017,5.9,27,Guts: A Graphic Novel,"13,983",4.8,Raina Telgemeier,Paperback,2019,unknown
1018,8.32,28,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,,Hardcover,2019,Non Fiction
1019,21.52,29,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (Illustrated edition) (4)","24,882",4.9,J. K. Rowling,Hardcover,2019,Fiction
1020,8.72,30,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),"17,839",4.8,Amy Shields,Hardcover,2019,Non Fiction
1021,8.7,31,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,"13,295",4.4,Jennifer Smith,Paperback,2019,Non Fiction
1022,11.4,32,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","55,928",4.8,Bessel van der Kolk M.D.,Paperback,2019,Non Fiction
1023,6.99,33,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,,Paperback,2019,Non Fiction
1024,5.36,34,Goodnight Moon,"24,815",4.9,Margaret Wise Brown,Board book,2019,Fiction
1025,6.98,35,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,"28,721",4.3,Amy Ramos,Paperback,2019,Non Fiction
1026,4.99,36,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),"20,061",4.8,Silly Bear,Paperback,2019,Non Fiction
1027,9.25,37,Strange Planet (Strange Planet Series),"16,341",4.9,Nathan W. Pyle,Hardcover,2019,Fiction
1028,22.95,38,D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,4.9,,Hardcover,2019,Fiction
1029,12.99,39,The Silent Patient,"135,163",4.5,Alex Michaelides,Hardcover,2019,Fiction
1030,11.97,40,"5,000 Awesome Facts (About Everything!)",National Kids,4.8,,Hardcover,2019,Non Fiction
1031,7.19,41,To Kill a Mockingbird,"68,842",4.8,Harper Lee,Paperback,2019,Fiction
1032,8.45,42,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,"35,414",4.7,Jen Sincero,Paperback,2019,Non Fiction
1033,12.98,43,"National Geographic Kids Why?: Over 1,111 Answers to Everything","12,922",4.8,Crispin Boyer,Hardcover,2019,Non Fiction
1034,20.35,44,Can't Hurt Me: Master Your Mind and Defy the Odds,"60,784",4.8,David Goggins,Hardcover,2019,Non Fiction
1035,13.73,45,The Guardians: A Novel,"35,843",4.5,John Grisham,Hardcover,2019,Fiction
1036,5.72,46,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,,Board book,2019,Non Fiction
1037,11.88,47,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,"24,427",4.7,Dave Ramsey,Hardcover,2019,Non Fiction
1038,4.55,48,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,,Board book,2019,Fiction
1039,9.99,49,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),"30,623",4.7,Dinah Bucholz,Hardcover,2019,Fiction
1040,9.63,50,The Mueller Report,"4,086",4.5,The Washington Post,Paperback,2019,Non Fiction
1041,13.49,51,Zen as F*ck (Zen as F*ck Journals),"23,862",4.7,Monica Sweeney,Paperback,2019,Non Fiction
1042,8.99,52,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,"94,095",4.7,Robert T. Kiyosaki,Mass Market Paperback,2019,Non Fiction
1043,14.67,53,The Institute: A Novel,"33,465",4.7,Stephen King,Hardcover,2019,Fiction
1044,14.99,54,The Testaments: The Sequel to The Handmaid's Tale,"30,465",4.6,Margaret Atwood,Hardcover,2019,Fiction
1045,,55,Super Deluxe Essential Handbook (Pokémon): The Need-to-Know Stats and Facts on Over 800 Characters,"20,986",4.8,Scholastic,Paperback,2019,Non Fiction
1046,6.99,56,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,"20,363",4.5,Paper Peony Press,Paperback,2019,Non Fiction
1047,2.99,57,"Carson Dellosa First Words Flash Cards, High Frequency Vocabulary Words and Picture for Preschool and Kindergarten, Sight Word Game for Toddlers Ages 4+ (54 Cards) Cards",Brighter Child,4.8,,Cards,2019,Non Fiction
1048,11.98,58,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,"84,079",4.8,James Clear,Hardcover,2019,Non Fiction
1049,11.58,59,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,4.7,,Hardcover,2019,Non Fiction
1050,,60,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,"29,674",4.7,Brené Brown,Paperback,2019,Non Fiction
1051,15.5,61,Sapiens: A Brief History of Humankind,Yuval Harari,4.6,,Paperback,2019,Non Fiction
1052,12.7,62,What to Expect When You're Expecting,"29,389",4.8,Heidi Murkoff,Paperback,2019,Non Fiction
1053,13.99,63,Where the Crawdads Sing,"344,811",4.8,Delia Owens,Paperback,2019,Fiction
1054,9.87,64,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","11,620",4.8,Brené Brown,Paperback,2019,Non Fiction
1055,13.29,65,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","94,750",4.7,Paulo Coelho,Paperback,2019,Fiction
1056,24.29,66,"Publication Manual of the American Psychological Association, 6th Edition","12,674",4.5,American Psychological Association,Paperback,2019,Non Fiction
1057,4.98,67,The Pout-Pout Fish,"23,576",4.9,Deborah Diesen,Board book,2019,Fiction
1058,13.38,68,Talking to Strangers: What We Should Know about the People We Don't Know,"15,461",4.5,Malcolm Gladwell,Hardcover,2019,Non Fiction
1059,5,69,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,,Board book,2019,Fiction
1060,14.29,70,The Overstory: A Novel,Richard Powers,4.4,,Paperback,2019,Fiction
1061,8.29,71,Fahrenheit 451,"34,955",4.6,Ray Bradbury,Paperback,2019,Fiction
1062,18.29,72,StrengthsFinder 2.0,Gallup,4.1,,Hardcover,2019,Non Fiction
1063,18.14,73,12 Rules for Life: An Antidote to Chaos,"58,074",4.8,Jordan B. Peterson,Hardcover,2019,Non Fiction
1064,8.31,74,Eleanor Oliphant Is Completely Fine: A Novel,"59,925",4.5,Gail Honeyman,Paperback,2019,Fiction
1065,14.71,75,Me: Elton John Official Autobiography,"21,207",4.8,Elton John,Hardcover,2019,Non Fiction
1066,11.99,76,The Road Back to You: An Enneagram Journey to Self-Discovery,"10,495",4.7,Ian Morgan Cron,Hardcover,2019,Non Fiction
1067,9.57,77,The Tattooist of Auschwitz: A Novel,"55,794",4.7,Heather Morris,Paperback,2019,Fiction
1068,10.99,78,People of Walmart Adult Coloring Book: Rolling Back Dignity,Andrew Kipple,4.7,,Paperback,2019,Non Fiction
1069,6.79,79,The Great Gatsby: The Only Authorized Edition,"18,656",4.5,F. Scott Fitzgerald,Paperback,2019,Fiction
1070,13,80,The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,America's Test Kitchen Kids,4.8,,Hardcover,2019,Non Fiction
1071,,81,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth","8,470",4.8,Rachel Maddow,Hardcover,2019,Non Fiction
1072,4.98,82,Love You Forever,"53,161",4.9,Robert Munsch,Paperback,2019,Fiction
1073,8.94,83,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet","15,796",4.4,Jen Fisch,Paperback,2019,Non Fiction
1074,8.14,84,The Giving Tree,"27,476",4.9,Shel Silverstein,Hardcover,2019,Fiction
1075,8.95,85,Dragons Love Tacos,"15,753",4.8,Adam Rubin,Hardcover,2019,Fiction
1076,10.5,86,How to Win Friends & Influence People,"79,094",4.7,Dale Carnegie,Paperback,2019,Non Fiction
1077,16.59,87,Magnolia Table,"32,326",4.8,Joanna Gaines,Hardcover,2019,Non Fiction
1078,16.95,88,The Obesity Code - Unlocking the Secrets of Weight Loss (Book 1),"25,528",4.6,Dr. Jason Fung,Paperback,2019,Non Fiction
1079,11,89,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon","19,363",4.8,Mary Pope Osborne,Paperback,2019,Fiction
1080,8.09,90,Then She Was Gone: A Novel,"49,979",4.5,Lisa Jewell,Paperback,2019,Fiction
1081,13.98,91,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,"7,648",4.4,David McCullough,Hardcover,2019,Non Fiction
1082,11.66,92,Wacky Waving Inflatable Tube Guy (RP Minis),Conor Riordan,4,,Paperback,2019,Fiction
1083,21.99,93,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease","10,982",4.7,Anthony William,Hardcover,2019,Non Fiction
1084,9.48,94,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,,Paperback,2019,Non Fiction
1085,5.98,95,There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library),"24,728",4.8,Tish Rabe,Hardcover,2019,Non Fiction
1086,4.99,96,How to Draw 101 Animals (1),"24,653",4.7,Dan Green,Paperback,2019,Non Fiction
1087,,,,,,,,2019,unknown
1088,15.9,98,Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,"9,484",4.6,Suzanne Ryan,Paperback,2019,Non Fiction
1089,9.49,99,The Outsiders,"30,584",4.8,S. E. Hinton,Paperback,2019,Fiction
1090,6.99,100,The Try Not to Laugh Challenge - Would Your Rather? - EWW Edition,"16,760",4.6,Crazy Corey,Paperback,2019,Non Fiction
1091,16.53,1,A Promised Land,"125,017",4.9,Barack Obama,Hardcover,2020,Non Fiction
1092,12.93,2,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump Ph.D.,4.6,,Hardcover,2020,Non Fiction
1093,12.39,3,Where the Crawdads Sing,"344,811",4.8,Delia Owens,Hardcover,2020,Fiction
1094,4.07,4,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!","77,319",4.8,Crystal Radke,Paperback,2020,Non Fiction
1095,19.99,5,Midnight Sun,"81,203",4.8,Stephenie Meyer,Hardcover,2020,Fiction
1096,14.89,6,Untamed,"53,688",4.6,Glennon Doyle,Hardcover,2020,Non Fiction
1097,4.14,7,If Animals Kissed Good Night,"69,538",4.8,Ann Whitford Paul,Board book,2020,Fiction
1098,8.15,8,White Fragility: Why It's So Hard for White People to Talk About Racism,Dr. Robin DiAngelo,4.5,,Paperback,2020,Non Fiction
1099,5.99,9,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)","66,846",4.8,School Zone,Paperback,2020,unknown
1100,14.75,10,The Room Where It Happened: A White House Memoir,John Bolton,4.3,,Hardcover,2020,unknown
1101,13.99,11,The Ballad of Songbirds and Snakes (A Hunger Games Novel),"50,700",4.7,Suzanne Collins,Hardcover,2020,unknown
1102,6.48,12,Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),"43,881",4.9,Dav Pilkey,Hardcover,2020,unknown
1103,4.93,13,The Very Hungry Caterpillar,"54,008",4.9,Eric Carle,Board book,2020,Fiction
1104,16.5,14,Becoming,"123,276",4.8,Michelle Obama,Hardcover,2020,Non Fiction
1105,13.51,15,How to Be an Antiracist,"25,333",4.7,Ibram X. Kendi,Hardcover,2020,unknown
